output,parameter,increment,steps,fd,oti,rel_error,plateau_spread,weighted_fd,float32_floor_rel,weighted_error
tip_RF2,q,18,0.01/0.005,-5.682459899357387,-5.680513323263969,0.00034255870307833776,2.322615834843298e-05,0.12783490550588586,9.325253464930402e-05,4.379095943823812e-05
tip_RF2,q,19,0.01/0.005,-5.963010447365898,-5.960971467802426,0.00034193794920694395,1.8563499305211622e-05,0.13254494711470824,8.993876578909799e-05,4.532214739414618e-05
tip_RF2,q,20,0.01/0.005,-6.235395159040179,-6.233368239190321,0.0003250667837657115,6.1451232302859046e-06,0.13700375737885975,8.701169357065804e-05,4.453537077496381e-05
tip_RF2,q,21,0.01/0.005,-6.502934864589147,-6.500304394480612,0.0004045050678362151,1.0475207801876235e-05,0.14129409224488274,8.436962059544189e-05,5.715417636837273e-05
tip_RF2,q,22,0.01/0.005,-6.762913295200893,-6.760470661982166,0.0003611806202603325,1.4479250604426376e-05,0.14536090900642093,8.200918002343775e-05,5.250154327654486e-05
tip_RF2,q,23,0.01/0.005,-7.016088281358992,-7.013363572848516,0.0003883515145775826,2.184537600143427e-05,0.14923070427594898,7.988254838652118e-05,5.795397002704411e-05
tip_RF2,q,24,0.01/0.005,-7.2617956570216595,-7.259288975702572,0.00034518753177307073,2.169250811118676e-05,0.15289366575947225,7.796875623239862e-05,5.2776987107249087e-05
tip_RF2,q,25,0.01/0.005,-7.502666541508266,-7.500254931075761,0.0003214337754667318,1.134923057899746e-05,0.15641187994379527,7.621498417742802e-05,5.02760610981833e-05
tip_region_U,q,1,0.02/0.01,0.0,-7.898246259610897e-26,8.979055572150562e+274,0.0,1.4000000312924391e-298,4.2574745316516425e+292,1.2570678081987336e-23
tip_region_U,q,2,0.01/0.005,1.416644878983977e-16,1.718015396937324e-23,32400.93506286247,0.5827375455964259,9.916514374539208e-15,1202128944.1868083,3.2130433829938714e-10
tip_region_U,q,3,0.02/0.01,1.396983861923218e-06,1.389974468216566e-06,0.04006061828128501,0.0476190476190477,6.519258168025126e-05,0.0914285693849836,2.6116551294640395e-06
tip_region_U,q,4,0.02/0.01,1.516725335802351e-05,1.5270853733960897e-05,0.009330442452634645,0.008771929824561419,0.0005308538793963317,0.011228069924471671,4.953101572465325e-06
tip_region_U,q,5,0.02/0.01,4.270779235022409e-05,4.2882510905578464e-05,0.007802774225634051,0.003115264797507833,0.0011958181679871953,0.004984423750286162,9.330699179715417e-06
tip_region_U,q,6,0.02/0.01,7.783195802143643e-05,7.801668775189857e-05,0.0028330007445908937,0.0017094017094017341,0.0018160790610927135,0.003282051208691719,5.144953332311588e-06
tip_region_U,q,7,0.02/0.01,0.0001168144600731986,0.00011683160168375544,0.0016771489407353217,0.0022779043280182275,0.00233628919151728,0.0025512528582423044,3.918304942804587e-06
tip_region_U,q,8,0.02/0.01,0.00015819179160254343,0.0001580959949774705,0.0015860175000479621,0.0016820857863751296,0.0027683564149220976,0.0021530697584352743,4.390661720436484e-06
tip_region_U,q,9,0.02/0.01,0.00020196395260947092,0.00020178748990811604,0.0010362267451411264,0.0013175230566535106,0.003141661360197808,0.0018972332769703019,3.2554735256134183e-06
tip_region_U,q,10,0.02/0.01,0.0002477318048477173,0.000247530980662328,0.0014921590371133543,0.0010741138560687589,0.003468245216187161,0.0017185821953188596,5.175173442258831e-06
tip_region_U,q,11,0.02/0.01,0.0002950962100710188,0.0002950523550287134,0.0014624959232182849,0.0009017132551848642,0.003755769966709451,0.0015870153205259302,5.492798264858246e-06
tip_region_U,q,12,0.02/0.01,0.0003445893526077271,0.00034415244491217966,0.0016432048806486448,0.0007722007722007834,0.004020209203615494,0.0014826254494862206,6.606027384609581e-06
tip_region_U,q,13,0.02/0.01,0.00039488077163696294,0.0003943929334209314,0.0017571654644064968,0.0006738544474394314,0.004252562312073426,0.0014016171992628401,7.472455630012066e-06
tip_region_U,q,14,0.02/0.01,0.0004462365593229022,0.00044567151697560173,0.0018055855908451102,0.0011926058437686515,0.004462365574230614,0.0013357185507076584,8.057182981914063e-06
tip_region_U,q,15,0.02/0.01,0.000498390623501369,0.0004977679247362779,0.0018012085832547343,0.0010678056593700102,0.004651645634506319,0.0012813668421609353,8.378584043132198e-06
tip_region_U,q,16,0.01/0.005,0.0005513429641723634,0.0005498138347258501,0.002773463244985307,0.0019305019305019583,0.004824251044338593,0.0024710424158103676,1.337988295605507e-05
tip_region_U,q,17,0.01/0.005,0.0006045613970075335,0.0006037857083552667,0.0026582557674517913,0.0017605633802817158,0.0049787408641639086,0.0023943662223681597,1.3234766616811624e-05
tip_region_U,q,18,0.01/0.005,0.0006588441984994071,0.000657429097650697,0.0029663277752427584,0.0016155088852988924,0.005124343562483381,0.0023263328872705318,1.5200482639280878e-05
tip_region_U,q,19,0.01/0.005,0.0007131269999912808,0.0007113334356299994,0.0026082042190634838,0.0014925373134328573,0.005254620065872545,0.0022686566879500203,1.3705122225384414e-05
tip_region_U,q,20,0.01/0.005,0.0007674098014831544,0.0007654329586983423,0.0026582633161039123,0.001386962552011045,0.005371868530335002,0.0022191401162855173,1.4279841053122573e-05
tip_region_U,q,21,0.01/0.005,0.0008206282343183246,0.0008187099321441067,0.002337601966396478,0.0012970168612192144,0.005470855066263693,0.002178988258817007,1.2788681560768142e-05
tip_region_U,q,22,0.01/0.005,0.0008749110358101981,0.0008728208358073973,0.0025276087958522988,0.0012165450121654677,0.005567615712597238,0.002141119209809315,1.4072754447086242e-05
tip_region_U,q,23,0.01/0.005,0.0009291938373020718,0.0009277322395429365,0.002487264490687657,0.0011454753722795125,0.005655962385323419,0.0021076747232286384,1.4067874401679998e-05
tip_region_U,q,24,0.01/0.005,0.0009834766387939453,0.0009806679355502512,0.0029439627989060794,0.001082251082251098,0.00573694718786211,0.0020779220314769004,1.6889359100354897e-05
tip_region_U,q,25,0.01/0.005,0.001037759440285819,0.0010352914476321035,0.00237819340196662,0.001025641025641145,0.005811452865600586,0.0020512820512820513,1.382075886081132e-05
e1_ip1_S11,q,1,0.02/0.01,0.0,-4.9840216740593724e-20,4.984021674059373e+280,0.0,1.0471695017634884e-301,5.691976769282649e+295,5.219115493203181e-21
e1_ip1_S11,q,2,0.02/0.01,0.0,-2.5310407105629488e-06,2.5310407105629488e+294,0.0,5.240069451320716e-302,1.1374781446907687e+296,1.3262829107469985e-07
e1_ip1_S11,q,3,0.02/0.01,-0.1841953822544643,-0.18549059049868888,0.007031708549757552,0.0,0.007677176979371561,0.000776387530671069,5.398367100384887e-05
e1_ip1_S11,q,4,0.02/0.01,-0.6911414010184153,-0.699776036784455,0.012493298409437442,9.856100926466601e-05,0.0290020814267309,0.0002055185070974033,0.00036233165775895236
e1_ip1_S11,q,5,0.02/0.01,-1.197678702218192,-1.2011237216980888,0.0028764137439501003,5.687635081338478e-05,0.05007692969349455,0.00011902615663582468,0.00014404196882519062
e1_ip1_S11,q,6,0.02/0.01,-1.53282710484096,-1.530549915518791,0.0014856139449630945,4.4440494178191784e-05,0.06307539266968744,9.449746129608358e-05,9.370568293411061e-05
e1_ip1_S11,q,7,0.02/0.01,-1.834051949637277,-1.8322332702532804,0.0009916182496118356,3.7141583717043216e-05,0.07367364185634812,8.090362207369932e-05,7.305612778012119e-05
e1_ip1_S11,q,8,0.02/0.01,-2.1386827741350447,-2.1385988338133908,3.924860791375597e-05,0.0,0.08371237116117879,7.120171600518705e-05,3.2855940332359184e-06
e1_ip1_S11,q,9,0.01/0.005,-2.447128295898438,-2.4460444615346897,0.0004429005073272388,0.0,0.09342843663672194,0.00012759422488712197,4.1379501985194926e-05
e1_ip1_S11,q,10,0.01/0.005,-2.7430398123604913,-2.7406576378731,0.0008684432783866808,0.0,0.1023328785770129,0.00011649168010168662,8.88703005581672e-05
e1_ip1_S11,q,11,0.02/0.01,-3.0092511858258932,-3.006953073952371,0.0007636823022108123,2.2636725823997898e-05,0.10985386372471044,5.42581232506829e-05,8.389345155603972e-05
e1_ip1_S11,q,12,0.02/0.01,-3.2559803553989957,-3.2539422114839844,0.0006259693525581688,2.092137746351168e-05,0.11645427409454474,5.1182874341735114e-05,7.28968065575937e-05
e1_ip1_S11,q,13,0.02/0.01,-3.489221845354353,-3.487392243416908,0.0005243581573585133,3.9045722541131984e-05,0.12242271059588614,4.8687571517791226e-05,6.41933469468934e-05
e1_ip1_S11,q,14,0.01/0.005,-3.713607788085938,-3.7118032061517074,0.0004859376749531789,0.0,0.12796633984813985,9.315675488745653e-05,6.21836656580734e-05
e1_ip1_S11,q,15,0.02/0.01,-3.9254597255161836,-3.9239852470674985,0.0003756193036705279,1.7353278034123693e-05,0.1329842717356107,4.482082279165471e-05,4.995145954846235e-05
e1_ip1_S11,q,16,0.01/0.005,-4.1255950927734375,-4.124027140158572,0.0003800548962287267,3.3022917904841555e-05,0.13753105371441027,8.667808929779958e-05,5.226935034765764e-05
e1_ip1_S11,q,17,0.01/0.005,-4.31687491280692,-4.315417613974775,0.00033758189930907804,0.0,0.14171868818033223,8.411684519623233e-05,4.7841663923507546e-05
