increment,time,volume_mean_mises,field_share_E,field_share_nu,field_share_SIGY0,field_share_H,scalar_share_E,scalar_share_nu,scalar_share_SIGY0,scalar_share_H
29,0.7250000238418579,132.7448894043936,7.660469714547181,0.7654991327928442,88.06067637740603,3.5133547752539505,7.80392792563753,0.13056189604579238,88.84113640973486,3.2243737685818195
30,0.75,133.2364774118945,7.02716600204672,0.7502930604484278,88.53117739433387,3.69136354317099,7.143354420228518,0.11754777069797834,89.3362628212214,3.402834987852111
31,0.7749999761581421,133.68242418422554,6.254094327033152,0.7449996767097573,89.11925077247894,3.881655223778154,6.340132338028527,0.11242462759595367,89.93608645553437,3.6113565788411606
32,0.800000011920929,134.09557441432358,5.867215549661,0.7422740682016249,89.32939099833118,4.0611193838062025,5.939032461322371,0.1167420060751144,90.14414170168051,3.8000838309220035
33,0.824999988079071,134.50085266889042,5.795571283415104,0.7407264631505539,89.22044480313801,4.243257450296331,5.867011070221647,0.12698658027884144,90.0285146258499,3.9774877236496042
34,0.8500000238418579,134.9004647066927,5.793375558724329,0.7156562554792764,89.06067383843958,4.430294347356813,5.865572400599977,0.10132400628979613,89.8759131831382,4.157190409972042
35,0.875,135.28000632381176,5.276491091093287,0.7082401567475074,89.40809546892338,4.607173283235827,5.336535031450181,0.09824175909341552,90.19267125474347,4.372551954712925
36,0.8999999761581421,135.65436497040642,5.096608922699802,0.7031416480771511,89.41448176063004,4.785767668593008,5.152131982432095,0.09921887490155815,90.2003051951773,4.548343947489048
37,0.925000011920929,136.01735611862767,4.963089847241451,0.698717849345778,89.39103741197579,4.947154891436988,5.015488650286299,0.10278225151467411,90.16829977697446,4.713429321224565
38,0.949999988079071,136.37386585039445,4.95936777338524,0.6981938024177916,89.22628001719463,5.11615840700234,5.011268485519999,0.1081159671475251,90.00323649091048,4.877379056422008
39,0.9750000238418579,136.72663119079584,4.866846243654326,0.6975033638853223,89.16119533972805,5.274455052732313,4.915254946996856,0.11202933158306959,89.93370918968992,5.039006531730154
40,1.0,137.07357642096977,4.829911255525873,0.6946151220343406,89.04972996895732,5.425743653482455,4.878208297887998,0.11477311180887698,89.83331485599298,5.173703734310134
