output,parameter,increment,steps,fd,oti,rel_error,plateau_spread,weighted_fd,float32_floor_rel,weighted_error
e1_ip1_S11,nu,6,5e-3/2e-3,-20.395914713541668,-20.401433012890664,0.00027055905197190814,0.0002493765586034332,0.028169208006911223,0.0010579751614026001,7.6214342131493835e-06
e1_ip1_S11,nu,7,2e-3/1e-3,-22.786458333333336,-22.787298229842406,3.6859458226639874e-05,0.0,0.02693881929560279,0.002212593065840857,9.929502845012713e-07
e1_ip1_S11,nu,8,5e-3/2e-3,-30.237833658854168,-30.24464835848437,0.00022536996886368349,0.00016820857863747134,0.03301189905433265,0.0009027751580920914,7.4398906620060105e-06
e1_ip1_S11,nu,9,5e-3/2e-3,-24.439493815104168,-24.446160808599302,0.00027279589117405804,0.00020811654526530014,0.026790362873653082,0.0011124269771278215,7.308300914994591e-06
e1_ip1_S11,nu,10,5e-3/2e-3,-22.964477539062504,-22.95665519161321,0.00034062814779867384,0.0006644518272426796,0.025285969473590363,0.0011786110245376197,8.613112947082893e-06
e1_ip1_S11,nu,11,5e-3/2e-3,-25.914510091145836,-25.90640358964663,0.0003128170847411105,0.0005888125613347789,0.02849849033512435,0.0010457509165306203,8.914814666156313e-06
e1_ip1_S11,nu,12,5e-3/2e-3,-23.142496744791668,-23.161374157482328,0.0008157033745681989,0.0008791208791208279,0.025360376524116827,0.001175152993464208,2.0686544711042227e-05
e1_ip1_S11,nu,13,5e-3/2e-3,-22.506713867187504,-22.51149876857687,0.00021259884573124598,0.00022598870056476125,0.024553563501674418,0.0012137677036436264,5.220059259044831e-06
e1_ip1_S11,nu,14,5e-3/2e-3,-20.090738932291668,-20.08945784840637,6.37648963344083e-05,0.0,0.021814047340790316,0.0013661986664880682,1.3909704673193693e-06
e1_ip1_S11,nu,15,5e-3/2e-3,-18.437703450520836,-18.43952364106508,9.872110966143422e-05,0.00027586206896545296,0.019921603954556544,0.0014959800654444201,1.966682848629438e-06
e1_ip1_S11,nu,16,5e-3/2e-3,-16.733805338541668,-16.738362123426555,0.00027231014062244284,0.0,0.017990969736235977,0.0016565156200374152,4.8991234988085325e-06
e1_ip1_S11,nu,17,5e-3/2e-3,-15.080769856770834,-15.093467878198226,0.0008420008758167402,0.0010118043844855483,0.016134054238065073,0.0018471688484462075,1.3584887798925578e-05
e1_ip1_S11,nu,18,2e-3/1e-3,-13.427734375000002,-13.418870829118532,0.000660092435099994,0.0,0.01429600462410768,0.004169321872971274,9.436684504528013e-06
e1_ip1_S11,nu,19,5e-3/2e-3,-12.029012044270834,-12.034094249396503,0.00042249563862476104,0.0004228329809724174,0.012743760110813056,0.0023385815590178994,5.384183066498718e-06
e1_ip1_S11,nu,20,2e-3/1e-3,-11.138916015625002,-11.133963379870465,0.00044462457097164184,0.0,0.011744650070564433,0.00507504646092245,5.221959998836774e-06
e1_ip1_S11,nu,21,2e-3/1e-3,-9.714762369791668,-9.703651784551198,0.0011436805984074813,0.0,0.010194317569965044,0.005846849910875889,1.1659043218773522e-05
e1_ip1_S11,nu,22,5e-3/2e-3,-8.900960286458334,-8.921655248275442,0.0023250257445360267,0.0022857142857141523,0.009296268244192036,0.003205837181636265,2.161406299585921e-05
e1_ip1_S11,nu,23,2e-3/1e-3,-8.443196614583334,-8.456311564274756,0.0015533156800790022,0.0,0.008778205007257355,0.006790072084909463,1.363532348072086e-05
e1_ip1_S11,nu,24,2e-3/1e-3,-7.324218750000001,-7.310800433690474,0.001832047453460715,0.0,0.007580479423209744,0.007862912284003364,1.3887798023302761e-05
e1_ip1_S11,nu,25,2e-3/1e-3,-7.120768229166667,-7.113399973329251,0.0010347557454875953,0.0,0.0073371870335972944,0.008123637097222466,7.5921964387318855e-06
e1_ip1_S11,nu,26,2e-3/1e-3,-7.019042968750001,-7.010215613351079,0.0012576294857038072,0.0,0.007201161202898666,0.008277087971784065,9.05639266007166e-06
e1_ip1_S11,nu,27,5e-3/2e-3,-6.434122721354167,-6.445900372195865,0.0018304983214898081,0.0023715415019762843,0.006572508169913416,0.0045343910752549,1.203096517300456e-05
e1_ip1_S11,nu,28,2e-3/1e-3,-6.306966145833334,-6.31808299472209,0.001762630182516577,0.0,0.0064152057760029505,0.009291150877552647,1.1307635327837479e-05
e1_ip1_S11,nu,29,5e-3/2e-3,-6.154378255208334,-6.133257007417569,0.003431906021195598,0.003305785123967038,0.006234104964398109,0.004780529451764319,2.139486236408324e-05
e1_ip1_S11,nu,30,2e-3/1e-3,-5.798339843750001,-5.814347525113249,0.002760735278478425,0.0,0.005849589204901258,0.010189543690597802,1.6149167282577463e-05
e1_ip1_S11,nu,31,2e-3/1e-3,-5.696614583333334,-5.697121155099694,8.892505521476517e-05,0.0,0.005723858575720006,0.01041336783340999,5.089944398874086e-07
e1_ip1_S11,nu,32,5e-3/2e-3,-5.620320638020834,-5.629813813545979,0.001689080772531952,0.002714932126696674,0.005624605577715201,0.005298562179323774,9.500413134394718e-06
e1_ip1_S11,nu,33,5e-3/2e-3,-5.594889322916667,-5.594536514207789,6.305910421371332e-05,0.0,0.005577131731851506,0.00534366477619518,3.516889310924316e-07
e1_ip1_S11,nu,34,5e-3/2e-3,-5.137125651041667,-5.150432279049369,0.00259028665281015,0.001980198019801865,0.005100984338462937,0.005842464985233722,1.3213011648114158e-05
